"Gene > Primary DBID","Gene > Systematic Name","Gene > Organism . Short Name","Gene > Standard Name","Gene > Name"
"SGD:S000004206","YLR216C","S. cerevisiae","CPR6","Cyclosporin-sensitive Proline Rotamase"
"SGD:S000004208","YLR218C","S. cerevisiae","COA4","Cytochrome Oxidase Assembly factor"
"SGD:S000004209","YLR219W","S. cerevisiae","MSC3","Meiotic Sister-Chromatid recombination"
"SGD:S000004211","YLR221C","S. cerevisiae","RSA3","RiboSome Assembly"
"SGD:S000004212","YLR222C","S. cerevisiae","UTP13","U Three Protein"
"SGD:S000004213","YLR223C","S. cerevisiae","IFH1","Interacts with Fork Head"
"SGD:S000004215","YLR225C","S. cerevisiae","",""
"SGD:S000004216","YLR226W","S. cerevisiae","BUR2","Bypass UAS Requirement"
"SGD:S000004217","YLR227C","S. cerevisiae","ADY4","Accumulation of DYads"
"SGD:S000004221","YLR231C","S. cerevisiae","BNA5","Biosynthesis of Nicotinic Acid"
"SGD:S000004223","YLR233C","S. cerevisiae","EST1","Ever Shorter Telomeres"
"SGD:S000004229","YLR239C","S. cerevisiae","LIP2","LIPoyl ligase"
"SGD:S000004230","YLR240W","S. cerevisiae","VPS34","Vacuolar Protein Sorting"
"SGD:S000004231","YLR241W","S. cerevisiae","CSC1","Calcium permeable Stress-gated cation Channel"
"SGD:S000004233","YLR243W","S. cerevisiae","GPN3","Gly-Pro-Asn (N) motif"
"SGD:S000004234","YLR244C","S. cerevisiae","MAP1","Methionine AminoPeptidase"
"SGD:S000004236","YLR246W","S. cerevisiae","ERF2","Effect on Ras Function"
"SGD:S000004237","YLR247C","S. cerevisiae","IRC20","Increased Recombination Centers"
"SGD:S000004238","YLR248W","S. cerevisiae","RCK2","Radiation sensitivity Complementing Kinase"
"SGD:S000004239","YLR249W","S. cerevisiae","YEF3","Yeast Elongation Factor"
"SGD:S000004243","YLR253W","S. cerevisiae","CQD2","CoQ Distribution"
"SGD:S000004246","YLR256W","S. cerevisiae","HAP1","Heme Activator Protein"
"SGD:S000004247","YLR257W","S. cerevisiae","",""
"SGD:S000004248","YLR258W","S. cerevisiae","GSY2","Glycogen SYnthase"
"SGD:S000004249","YLR259C","S. cerevisiae","HSP60","Heat Shock Protein"
"SGD:S000004250","YLR260W","S. cerevisiae","LCB5","Long-Chain Base"
"SGD:S000004252","YLR262C","S. cerevisiae","YPT6","Yeast Protein Two"
"SGD:S000004255","YLR265C","S. cerevisiae","NEJ1","Nonhomologous End-Joining defective"
"SGD:S000004256","YLR266C","S. cerevisiae","PDR8","Pleiotropic Drug Resistance"
"SGD:S000004259","YLR269C","S. cerevisiae","",""
"SGD:S000004260","YLR270W","S. cerevisiae","DCS1","DeCapping Scavenger"
"SGD:S000004261","YLR271W","S. cerevisiae","CMG1","Cytoplasmic and Mitochondrial G-patch protein 1"
"SGD:S000004262","YLR272C","S. cerevisiae","YCS4","Yeast Condensin Subunit"
"SGD:S000004263","YLR273C","S. cerevisiae","PIG1","Protein Interacting with Gsy2p"
"SGD:S000004264","YLR274W","S. cerevisiae","MCM5","MiniChromosome Maintenance"
"SGD:S000004265","YLR275W","S. cerevisiae","SMD2",""
"SGD:S000004266","YLR276C","S. cerevisiae","DBP9","Dead Box Protein"
"SGD:S000004267","YLR277C","S. cerevisiae","YSH1","Yeast Seventy-three Homolog"
"SGD:S000004268","YLR278C","S. cerevisiae","",""
"SGD:S000004274","YLR284C","S. cerevisiae","ECI1","Enoyl-CoA Isomerase"
"SGD:S000004277","YLR287C","S. cerevisiae","",""
"SGD:S000004279","YLR288C","S. cerevisiae","MEC3","Mitosis Entry Checkpoint"
"SGD:S000004280","YLR289W","S. cerevisiae","GUF1","Gtpase of Unknown Function"
"SGD:S000004281","YLR290C","S. cerevisiae","COQ11","COenzyme Q"
"SGD:S000004282","YLR291C","S. cerevisiae","GCD7","General Control Derepressed"
"SGD:S000004283","YLR292C","S. cerevisiae","SEC72","SECretory"
"SGD:S000004284","YLR293C","S. cerevisiae","GSP1","Genetic Suppressor of Prp20-1"
"SGD:S000004286","YLR295C","S. cerevisiae","ATP14","ATP synthase"
"SGD:S000004289","YLR298C","S. cerevisiae","YHC1","Yeast Homolog of human U1C"
"SGD:S000004290","YLR299W","S. cerevisiae","ECM38","ExtraCellular Mutant"
"SGD:S000004294","YLR303W","S. cerevisiae","MET17","METhionine requiring"
"SGD:S000004295","YLR304C","S. cerevisiae","ACO1","ACOnitase"
"SGD:S000004296","YLR305C","S. cerevisiae","STT4","STaurosporine and Temperature sensitive"
"SGD:S000004300","YLR309C","S. cerevisiae","IMH1","shares with Integrins and Myosins significant Homology"
"SGD:S000004301","YLR310C","S. cerevisiae","CDC25","Cell Division Cycle"
"SGD:S000004303","YLR312C","S. cerevisiae","ATG39","AuTophaGy related"
"SGD:S000004304","YLR312W-A","S. cerevisiae","MRPL15","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000004305","YLR313C","S. cerevisiae","SPH1","SPa2 Homolog"
"SGD:S000004306","YLR314C","S. cerevisiae","CDC3","Cell Division Cycle"
"SGD:S000004307","YLR315W","S. cerevisiae","NKP2","Non-essential Kinetochore Protein"
"SGD:S000004310","YLR318W","S. cerevisiae","EST2","Ever Shorter Telomeres"
"SGD:S000004311","YLR319C","S. cerevisiae","BUD6","BUD site selection"
"SGD:S000004312","YLR320W","S. cerevisiae","MMS22","Methyl MethaneSulfonate sensitivity"
"SGD:S000004313","YLR321C","S. cerevisiae","SFH1","Snf Five Homolog"
"SGD:S000004315","YLR323C","S. cerevisiae","CWC24","Complexed With Cef1p"
"SGD:S000004317","YLR325C","S. cerevisiae","RPL38","Ribosomal Protein of the Large subunit"
"SGD:S000004320","YLR328W","S. cerevisiae","NMA1","Nicotinamide Mononucleotide Adenylyltransferase"
"SGD:S000004322","YLR330W","S. cerevisiae","CHS5","CHitin Synthase-related"
"SGD:S000004324","YLR332W","S. cerevisiae","MID2","Mating pheromone-Induced Death"
"SGD:S000004325","YLR333C","S. cerevisiae","RPS25B","Ribosomal Protein of the Small subunit"
"SGD:S000004327","YLR335W","S. cerevisiae","NUP2","NUclear Pore"
"SGD:S000004328","YLR336C","S. cerevisiae","SGD1","Suppressor of Glycerol Defect"
"SGD:S000004329","YLR337C","S. cerevisiae","VRP1","VeRProlin"
"SGD:S000004330","YLR338W","S. cerevisiae","OPI9","OverProducer of Inositol"
"SGD:S000004333","YLR341W","S. cerevisiae","SPO77","SPOrulation"
"SGD:S000004334","YLR342W","S. cerevisiae","FKS1","FK506 Sensitivity"
"SGD:S000004335","YLR343W","S. cerevisiae","GAS2","Glycophospholipid-Anchored Surface protein"
"SGD:S000004337","YLR345W","S. cerevisiae","",""
"SGD:S000004339","YLR347C","S. cerevisiae","KAP95","KAryoPherin"
"SGD:S000004342","YLR350W","S. cerevisiae","ORM2",""
"SGD:S000004345","YLR353W","S. cerevisiae","BUD8","BUD site selection"
"SGD:S000004346","YLR354C","S. cerevisiae","TAL1","TransALdolase"
"SGD:S000004347","YLR355C","S. cerevisiae","ILV5","IsoLeucine-plus-Valine requiring"
"SGD:S000004348","YLR356W","S. cerevisiae","ATG33","AuTophaGy related"
"SGD:S000004349","YLR357W","S. cerevisiae","RSC2","Remodel the Structure of Chromatin"
"SGD:S000004350","YLR358C","S. cerevisiae","",""
"SGD:S000004351","YLR359W","S. cerevisiae","ADE13","ADEnine requiring"
"SGD:S000004352","YLR360W","S. cerevisiae","VPS38","Vacuolar Protein Sorting"
"SGD:S000004354","YLR362W","S. cerevisiae","STE11","STErile"
"SGD:S000004361","YLR369W","S. cerevisiae","SSQ1","Stress-Seventy subfamily Q"
"SGD:S000004362","YLR370C","S. cerevisiae","ARC18","ARp2/3 Complex subunit"
"SGD:S000004363","YLR371W","S. cerevisiae","ROM2","RhO1 Multicopy suppressor"
"SGD:S000004364","YLR372W","S. cerevisiae","ELO3","fatty acid ELOngation"
"SGD:S000004365","YLR373C","S. cerevisiae","VID22","Vacuolar Import and Degradation"
"SGD:S000004366","YLR374C","S. cerevisiae","",""
"SGD:S000004367","YLR375W","S. cerevisiae","STP3","protein with similarity to Stp1p"
"SGD:S000004369","YLR377C","S. cerevisiae","FBP1","Fructose-1,6-BisPhosphatase"
"SGD:S000004372","YLR380W","S. cerevisiae","CSR1","Chs5 Spa2 Rescue"
"SGD:S000004373","YLR381W","S. cerevisiae","CTF3","Chromosome Transmission Fidelity"
"SGD:S000004374","YLR382C","S. cerevisiae","NAM2","Nuclear Accommodation of Mitochondria"
"SGD:S000004375","YLR383W","S. cerevisiae","SMC6","Structural Maintenance of Chromosomes"
"SGD:S000004376","YLR384C","S. cerevisiae","IKI3","Insensitive to KIller toxin"
"SGD:S000004377","YLR385C","S. cerevisiae","SWC7","SWr Complex"
"SGD:S000004378","YLR386W","S. cerevisiae","VAC14","VACuole morphology and inheritance mutant"
"SGD:S000004379","YLR387C","S. cerevisiae","REH1","REI1 Homolog"
"SGD:S000004380","YLR388W","S. cerevisiae","RPS29A","Ribosomal Protein of the Small subunit"
"SGD:S000004384","YLR392C","S. cerevisiae","ART10","Arrestin-Related Trafficking adaptors"
"SGD:S000004388","YLR396C","S. cerevisiae","VPS33","Vacuolar Protein Sorting"
"SGD:S000004390","YLR398C","S. cerevisiae","SKI2","SuperKIller"
"SGD:S000004391","YLR399C","S. cerevisiae","BDF1","BromoDomain Factor"
"SGD:S000004393","YLR401C","S. cerevisiae","DUS3","DihydroUridine Synthase"
"SGD:S000004395","YLR403W","S. cerevisiae","SFP1","Split Finger Protein"
"SGD:S000004397","YLR405W","S. cerevisiae","DUS4","DihydroUridine Synthase"
"SGD:S000004399","YLR407W","S. cerevisiae","GAG1",""
"SGD:S000004400","YLR408C","S. cerevisiae","BLS1","BLoS1-homolog"
"SGD:S000004401","YLR409C","S. cerevisiae","UTP21","U Three Protein"
"SGD:S000004402","YLR410W","S. cerevisiae","VIP1",""
"SGD:S000004403","YLR411W","S. cerevisiae","CTR3","Copper TRansport"
"SGD:S000004405","YLR413W","S. cerevisiae","INA1","INdicator of Abscission"
"SGD:S000004409","YLR417W","S. cerevisiae","VPS36","Vacuolar Protein Sorting"
"SGD:S000004410","YLR418C","S. cerevisiae","CDC73","Cell Division Cycle"
"SGD:S000004411","YLR419W","S. cerevisiae","",""
"SGD:S000004413","YLR421C","S. cerevisiae","RPN13","Regulatory Particle Non-ATPase"
"SGD:S000004415","YLR423C","S. cerevisiae","ATG17","AuTophaGy related"
"SGD:S000004416","YLR424W","S. cerevisiae","SPP382","Suppressor of PrP38 #2"
"SGD:S000004417","YLR425W","S. cerevisiae","TUS1","TOR Unique function Suppressor"
"SGD:S000004418","YLR426W","S. cerevisiae","TDA5","Topoisomerase I Damage Affected"
"SGD:S000004419","YLR427W","S. cerevisiae","MAG2",""
"SGD:S000004421","YLR429W","S. cerevisiae","CRN1","CoRoNin"
"SGD:S000004422","YLR430W","S. cerevisiae","SEN1","Splicing ENdonuclease"
"SGD:S000004424","YLR432W","S. cerevisiae","IMD3","IMP Dehydrogenase"
"SGD:S000004425","YLR433C","S. cerevisiae","CNA1","CalciNeurin A"
"SGD:S000004426","YLR434C","S. cerevisiae","",""
"SGD:S000004427","YLR435W","S. cerevisiae","TSR2","Twenty S rRNA accumulation"
"SGD:S000004428","YLR436C","S. cerevisiae","ECM30","ExtraCellular Mutant"
"SGD:S000004430","YLR438W","S. cerevisiae","CAR2","Catabolism of ARginine"
"SGD:S000004431","YLR439W","S. cerevisiae","MRPL4","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000004434","YLR442C","S. cerevisiae","SIR3","Silent Information Regulator"
"SGD:S000004439","YLR447C","S. cerevisiae","VMA6","Vacuolar Membrane Atpase"
"SGD:S000004444","YLR452C","S. cerevisiae","SST2","SuperSensiTive"
"SGD:S000004446","YLR454W","S. cerevisiae","FMP27","Found in Mitochondrial Proteome"
"SGD:S000004447","YLR455W","S. cerevisiae","PDP3","PWWP Domain-containing Protein"
"SGD:S000004460","YML001W","S. cerevisiae","YPT7","Yeast Protein Two"
"SGD:S000004461","YML002W","S. cerevisiae","VRL1",""
"SGD:S000004463","YML004C","S. cerevisiae","GLO1","GLyOxalase"
"SGD:S000004464","YML005W","S. cerevisiae","TRM12","TRna Methyltransferase"
"SGD:S000004465","YML006C","S. cerevisiae","GIS4","GIg1-2 Suppressor"
"SGD:S000004466","YML007W","S. cerevisiae","YAP1","Yeast AP-1"
"SGD:S000004467","YML008C","S. cerevisiae","ERG6","ERGosterol biosynthesis"
"SGD:S000004470","YML010W","S. cerevisiae","SPT5","SuPpressor of Ty's"
"SGD:S000004472","YML011C","S. cerevisiae","RAD33","RADiation sensitive"
"SGD:S000004473","YML012W","S. cerevisiae","ERV25","ER Vesicle"
"SGD:S000004476","YML014W","S. cerevisiae","TRM9","TRna Methyltransferase"
"SGD:S000004477","YML015C","S. cerevisiae","TAF11","TATA binding protein-Associated Factor"
"SGD:S000004478","YML016C","S. cerevisiae","PPZ1","Protein Phosphatase Z"
"SGD:S000004479","YML017W","S. cerevisiae","PSP2","Polymerase SuPpressor"
"SGD:S000004483","YML021C","S. cerevisiae","UNG1","Uracil DNA N-Glycosylase"
"SGD:S000004486","YML024W","S. cerevisiae","RPS17A","Ribosomal Protein of the Small subunit"
"SGD:S000004487","YML025C","S. cerevisiae","YML6",""
"SGD:S000004489","YML027W","S. cerevisiae","YOX1","Yeast homeobOX"
"SGD:S000004490","YML028W","S. cerevisiae","TSA1","Thiol-Specific Antioxidant"
"SGD:S000004491","YML029W","S. cerevisiae","USA1","U1-Snp1 Associating"
"SGD:S000004493","YML031W","S. cerevisiae","NDC1","Nuclear Division Cycle"
"SGD:S000004494","YML032C","S. cerevisiae","RAD52","RADiation sensitive"
"SGD:S000004497","YML034W","S. cerevisiae","SRC1","Spliced mRNA and Cell cycle regulated gene"
"SGD:S000004498","YML035C","S. cerevisiae","AMD1","AMP Deaminase"
"SGD:S000004500","YML036W","S. cerevisiae","CGI121","homolog of human CGI-121"
"SGD:S000004505","YML041C","S. cerevisiae","VPS71","Vacuolar Protein Sorting"
"SGD:S000004506","YML042W","S. cerevisiae","CAT2","Carnitine AcetylTransferase"
"SGD:S000004507","YML043C","S. cerevisiae","RRN11","Regulation of RNA polymerase I"
"SGD:S000004509","YML046W","S. cerevisiae","PRP39","Pre-mRNA Processing"
"SGD:S000004510","YML047C","S. cerevisiae","PRM6","Pheromone-Regulated Membrane protein"
"SGD:S000004513","YML049C","S. cerevisiae","RSE1","RNA Splicing and ER-to-Golgi transport"
"SGD:S000004515","YML051W","S. cerevisiae","GAL80","GALactose metabolism"
"SGD:S000004516","YML052W","S. cerevisiae","SUR7","SUppressor of Rvs167 mutation"
"SGD:S000004519","YML055W","S. cerevisiae","SPC2","Signal Peptidase Complex"
"SGD:S000004520","YML056C","S. cerevisiae","IMD4","IMP Dehydrogenase"
"SGD:S000004521","YML057W","S. cerevisiae","CMP2","CalModulin binding Protein"
"SGD:S000004523","YML058W","S. cerevisiae","SML1","Suppressor of Mec1 Lethality"
"SGD:S000004524","YML059C","S. cerevisiae","NTE1","Neuropathy Target Esterase"
"SGD:S000004525","YML060W","S. cerevisiae","OGG1","8-OxoGuanine Glycosylase/lyase"
"SGD:S000004526","YML061C","S. cerevisiae","PIF1","Petite Integration Frequency"
"SGD:S000004527","YML062C","S. cerevisiae","MFT1","Mitochondrial Fusion Targeting"
"SGD:S000004529","YML064C","S. cerevisiae","TEM1","TErmination of M phase"
"SGD:S000004530","YML065W","S. cerevisiae","ORC1","Origin Recognition Complex"
"SGD:S000004531","YML066C","S. cerevisiae","SMA2","Spore Membrane Assembly"
"SGD:S000004534","YML069W","S. cerevisiae","POB3","POl1 Binding"
"SGD:S000004535","YML070W","S. cerevisiae","DAK1","DihydroxyAcetone Kinase"
"SGD:S000004536","YML071C","S. cerevisiae","COG8","Conserved Oligomeric Golgi complex"
"SGD:S000004537","YML072C","S. cerevisiae","TCB3","Three Calcium and lipid Binding domains (TriCalBin)"
"SGD:S000004541","YML076C","S. cerevisiae","WAR1","Weak Acid Resistance"
"SGD:S000004543","YML078W","S. cerevisiae","CPR3","Cyclosporin A-sensitive Proline Rotamase"
"SGD:S000004544","YML079W","S. cerevisiae","CFF1",""
"SGD:S000004550","YML085C","S. cerevisiae","TUB1","TUBulin"
"SGD:S000004556","YML091C","S. cerevisiae","RPM2","RNase P Mitochondrial"
"SGD:S000004557","YML092C","S. cerevisiae","PRE8","PRoteinase yscE"
"SGD:S000004558","YML093W","S. cerevisiae","UTP14","U Three Protein"
"SGD:S000004559","YML094W","S. cerevisiae","GIM5","Gene Involved in Microtubule biogenesis"
"SGD:S000004560","YML095C","S. cerevisiae","RAD10","RADiation sensitive"
"SGD:S000004562","YML096W","S. cerevisiae","",""
"SGD:S000004563","YML097C","S. cerevisiae","VPS9","Vacuolar Protein Sorting"
"SGD:S000004564","YML098W","S. cerevisiae","TAF13","TATA binding protein-Associated Factor"
"SGD:S000004566","YML100W","S. cerevisiae","TSL1","Trehalose Synthase Long chain"
"SGD:S000004568","YML101C","S. cerevisiae","CUE4","Coupling of Ubiquitin conjugation to ER degradation"
"SGD:S000004570","YML102W","S. cerevisiae","CAC2","Chromatin Assembly Complex"
"SGD:S000004571","YML103C","S. cerevisiae","NUP188","NUclear Pore"
"SGD:S000004572","YML104C","S. cerevisiae","MDM1","Mitochondrial Distribution and Morphology"
"SGD:S000004573","YML105C","S. cerevisiae","SEC65","SECretory"
"SGD:S000004574","YML106W","S. cerevisiae","URA5","URAcil requiring"
"SGD:S000004575","YML107C","S. cerevisiae","PML39","Pre-mRNA Leakage"
"SGD:S000004577","YML109W","S. cerevisiae","ZDS2","Zillion Different Screens"
"SGD:S000004579","YML111W","S. cerevisiae","BUL2","Binds Ubiquitin Ligase"
"SGD:S000004580","YML112W","S. cerevisiae","CTK3","Carboxy-Terminal domain Kinase"
"SGD:S000004581","YML113W","S. cerevisiae","DAT1","DATin"
"SGD:S000004582","YML114C","S. cerevisiae","TAF8","TATA binding protein-Associated Factor"
"SGD:S000004584","YML116W","S. cerevisiae","ATR1","AminoTriazole Resistance"
"SGD:S000004585","YML117W","S. cerevisiae","NAB6","Nucleic Acid Binding protein"
"SGD:S000004588","YML119W","S. cerevisiae","",""
"SGD:S000004590","YML121W","S. cerevisiae","GTR1","GTp binding protein Resemblance"
"SGD:S000004593","YML124C","S. cerevisiae","TUB3","TUBulin"
"SGD:S000004594","YML125C","S. cerevisiae","PGA3","Processing of Gas1p and ALP"
"SGD:S000004595","YML126C","S. cerevisiae","ERG13","ERGosterol biosynthesis"
"SGD:S000004596","YML127W","S. cerevisiae","RSC9","Remodel the Structure of Chromatin"
"SGD:S000004597","YML128C","S. cerevisiae","MSC1","Meiotic Sister-Chromatid recombination"
"SGD:S000004600","YML131W","S. cerevisiae","",""
"SGD:S000004603","YMR001C","S. cerevisiae","CDC5","Cell Division Cycle"
"SGD:S000004606","YMR004W","S. cerevisiae","MVP1","Multi-copy suppressor of vps1"
"SGD:S000004607","YMR005W","S. cerevisiae","TAF4","TATA binding protein-Associated Factor"
"SGD:S000004609","YMR007W","S. cerevisiae","",""
"SGD:S000004610","YMR008C","S. cerevisiae","PLB1","PhosphoLipase B"
"SGD:S000004612","YMR010W","S. cerevisiae","ANY1","Antagonizes Neo1 Yeast phospholipid flippase"
"SGD:S000004614","YMR012W","S. cerevisiae","CLU1","CLUstered mitochondria"
"SGD:S000004616","YMR014W","S. cerevisiae","BUD22","BUD site selection"
"SGD:S000004618","YMR016C","S. cerevisiae","SOK2","Suppressor Of Kinase"
"SGD:S000004621","YMR019W","S. cerevisiae","STB4","Sin Three Binding protein"
"SGD:S000004622","YMR020W","S. cerevisiae","FMS1","Fenpropimorph-resistance Multicopy Suppressor"
"SGD:S000004623","YMR021C","S. cerevisiae","MAC1","Metal binding ACtivator"
"SGD:S000004625","YMR023C","S. cerevisiae","MSS1","Mitochondrial Splicing System"
"SGD:S000004626","YMR024W","S. cerevisiae","MRPL3","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000004627","YMR025W","S. cerevisiae","CSI1","Cop9 Signalosome Interactor"
"SGD:S000004629","YMR027W","S. cerevisiae","",""
"SGD:S000004630","YMR028W","S. cerevisiae","TAP42","Two A phosphatase Associated Protein"
"SGD:S000004631","YMR029C","S. cerevisiae","FAR8","Factor ARrest"
"SGD:S000004633","YMR031C","S. cerevisiae","EIS1","EISosome"
"SGD:S000004635","YMR032W","S. cerevisiae","HOF1","Homolog Of cdc Fifteen"
"SGD:S000004636","YMR033W","S. cerevisiae","ARP9","Actin-Related Protein"
"SGD:S000004637","YMR034C","S. cerevisiae","RCH1","Regulator of Calcium Homeostasis"
"SGD:S000004638","YMR035W","S. cerevisiae","IMP2","Inner Membrane Protease"
"SGD:S000004640","YMR037C","S. cerevisiae","MSN2","Multicopy suppressor of SNF1 mutation"
"SGD:S000004641","YMR038C","S. cerevisiae","CCS1","Copper Chaperone for SOD1"
"SGD:S000004644","YMR041C","S. cerevisiae","ARA2","ARAbinose"
"SGD:S000004646","YMR043W","S. cerevisiae","MCM1","MiniChromosome Maintenance"
"SGD:S000004647","YMR044W","S. cerevisiae","IOC4","Iswi One Complex"
"SGD:S000004650","YMR047C","S. cerevisiae","NUP116","NUclear Pore"
"SGD:S000004651","YMR048W","S. cerevisiae","CSM3","Chromosome Segregation in Meiosis"
"SGD:S000004652","YMR049C","S. cerevisiae","ERB1","Eukaryotic Ribosome Biogenesis"
"SGD:S000004657","YMR053C","S. cerevisiae","STB2","Sin Three Binding protein"
"SGD:S000004658","YMR054W","S. cerevisiae","STV1","Similar To VPH1"
"SGD:S000004665","YMR061W","S. cerevisiae","RNA14","poly(A) mRNA metabolism"
"SGD:S000004666","YMR062C","S. cerevisiae","ARG7","ARGinine requiring"
"SGD:S000004667","YMR063W","S. cerevisiae","RIM9","Regulator of IME2"
"SGD:S000004668","YMR064W","S. cerevisiae","AEP1","ATPase ExPression"
"SGD:S000004670","YMR066W","S. cerevisiae","SOV1","Synthesis Of Var"
"SGD:S000004671","YMR067C","S. cerevisiae","UBX4","UBiquitin regulatory X"
"SGD:S000004672","YMR068W","S. cerevisiae","AVO2","Adheres VOraciously (to TOR2)"
"SGD:S000004674","YMR070W","S. cerevisiae","MOT3","Modifier of Transcription"
"SGD:S000004675","YMR071C","S. cerevisiae","TVP18","Tlg2-Vesicle Protein"
"SGD:S000004676","YMR072W","S. cerevisiae","ABF2","ARS-Binding Factor"
"SGD:S000004678","YMR074C","S. cerevisiae","SDD2","Suppressor of Degenerative Death"
