"Gene > Primary DBID","Gene > Systematic Name","Gene > Organism . Short Name","Gene > Standard Name","Gene > Name"
"SGD:S000003183","YGL215W","S. cerevisiae","CLG1","Cyclin-Like Gene"
"SGD:S000003184","YGL216W","S. cerevisiae","KIP3","KInesin related Protein"
"SGD:S000003185","YGL217C","S. cerevisiae","",""
"SGD:S000003188","YGL220W","S. cerevisiae","BOL2","BolA-like protein"
"SGD:S000003189","YGL221C","S. cerevisiae","NIF3","Ngg1p-Interacting Factor"
"SGD:S000003190","YGL222C","S. cerevisiae","EDC1","Enhancer of mRNA DeCapping"
"SGD:S000003191","YGL223C","S. cerevisiae","COG1","Conserved Oligomeric Golgi complex"
"SGD:S000003193","YGL225W","S. cerevisiae","VRG4","Vandate Resistance Glycosylation"
"SGD:S000003194","YGL226C-A","S. cerevisiae","OST5","OligoSaccharylTransferase"
"SGD:S000003195","YGL226W","S. cerevisiae","MTC3","Maintenance of Telomere Capping"
"SGD:S000003196","YGL227W","S. cerevisiae","VID30","Vacuolar Import and Degradation"
"SGD:S000003198","YGL229C","S. cerevisiae","SAP4","Sit4 Associated Protein"
"SGD:S000003199","YGL230C","S. cerevisiae","",""
"SGD:S000003202","YGL233W","S. cerevisiae","SEC15","SECretory"
"SGD:S000003203","YGL234W","S. cerevisiae","ADE57","ADEnine requiring"
"SGD:S000003204","YGL235W","S. cerevisiae","",""
"SGD:S000003205","YGL236C","S. cerevisiae","MTO1","Mitochondrial Translation Optimization"
"SGD:S000003206","YGL237C","S. cerevisiae","HAP2","Heme Activator Protein"
"SGD:S000003207","YGL238W","S. cerevisiae","CSE1","Chromosome SEgregation"
"SGD:S000003208","YGL239C","S. cerevisiae","",""
"SGD:S000003209","YGL240W","S. cerevisiae","DOC1","Destruction Of Cyclin B"
"SGD:S000003210","YGL241W","S. cerevisiae","KAP114","KAryoPherin"
"SGD:S000003211","YGL242C","S. cerevisiae","ANK1","Ankyrin repeat protein 1"
"SGD:S000003213","YGL244W","S. cerevisiae","RTF1","Restores TBP Function"
"SGD:S000003214","YGL245W","S. cerevisiae","GUS1","GlUtamyl-tRNA Synthetase"
"SGD:S000003215","YGL246C","S. cerevisiae","RAI1","Rat1p Interacting Protein"
"SGD:S000003216","YGL247W","S. cerevisiae","BRR6","Bad Response to Refrigeration"
"SGD:S000003218","YGL249W","S. cerevisiae","ZIP2","ZIPping up meiotic chromosomes"
"SGD:S000003219","YGL250W","S. cerevisiae","RMR1","Reduced Meiotic Recombination"
"SGD:S000003220","YGL251C","S. cerevisiae","HFM1","Helicase Family Member"
"SGD:S000003221","YGL252C","S. cerevisiae","RTG2","ReTroGrade regulation"
"SGD:S000003223","YGL254W","S. cerevisiae","FZF1","Five Zinc Fingers"
"SGD:S000003225","YGL256W","S. cerevisiae","ADH4","Alcohol DeHydrogenase"
"SGD:S000003227","YGL258W","S. cerevisiae","VEL1","VELum formation"
"SGD:S000003228","YGL259W","S. cerevisiae","YPS5","YaPSin"
"SGD:S000003230","YGL261C","S. cerevisiae","PAU11","seriPAUperin"
"SGD:S000003232","YGL263W","S. cerevisiae","COS12","COnserved Sequence"
"SGD:S000003234","YGR002C","S. cerevisiae","SWC4","SWr Complex"
"SGD:S000003235","YGR003W","S. cerevisiae","CUL3","CULlin"
"SGD:S000003236","YGR004W","S. cerevisiae","PEX31","PEroXisome related"
"SGD:S000003237","YGR005C","S. cerevisiae","TFG2","Transcription Factor G"
"SGD:S000003238","YGR006W","S. cerevisiae","PRP18","Pre-mRNA Processing"
"SGD:S000003241","YGR009C","S. cerevisiae","SEC9","SECretory"
"SGD:S000003242","YGR010W","S. cerevisiae","NMA2","Nicotinamide Mononucleotide Adenylyltransferase"
"SGD:S000003245","YGR013W","S. cerevisiae","SNU71","Small NUclear ribonucleoprotein associated"
"SGD:S000003246","YGR014W","S. cerevisiae","MSB2","Multicopy Suppression of a Budding defect"
"SGD:S000003248","YGR016W","S. cerevisiae","",""
"SGD:S000003249","YGR017W","S. cerevisiae","",""
"SGD:S000003250","YGR018C","S. cerevisiae","",""
"SGD:S000003252","YGR020C","S. cerevisiae","VMA7","Vacuolar Membrane Atpase"
"SGD:S000003253","YGR021W","S. cerevisiae","DPC29","Delta-Psi dependent mitochondrial import and Cleavage protein of ~29 kDa"
"SGD:S000003255","YGR023W","S. cerevisiae","MTL1","Mid-Two Like"
"SGD:S000003256","YGR024C","S. cerevisiae","THG1","tRNAHis Guanylyltransferase"
"SGD:S000003258","YGR026W","S. cerevisiae","",""
"SGD:S000003260","YGR028W","S. cerevisiae","MSP1","Mitochondrial Sorting of Proteins"
"SGD:S000003262","YGR030C","S. cerevisiae","POP6","Processing Of Precursor RNAs"
"SGD:S000003263","YGR031W","S. cerevisiae","IMO32","Intermediate cleaved by Mitochondrial Octapeptidyl aminopeptidase"
"SGD:S000003264","YGR032W","S. cerevisiae","GSC2","Glucan Synthase of Cerevisiae"
"SGD:S000003265","YGR033C","S. cerevisiae","TIM21","Translocase of the Inner Mitochondrial membrane"
"SGD:S000003266","YGR034W","S. cerevisiae","RPL26B","Ribosomal Protein of the Large subunit"
"SGD:S000003267","YGR035C","S. cerevisiae","",""
"SGD:S000003268","YGR036C","S. cerevisiae","CAX4","CAlmodulin-dependent in cmd one two twenty-siX"
"SGD:S000003272","YGR040W","S. cerevisiae","KSS1","Kinase Suppressor of Sst2 mutations"
"SGD:S000003273","YGR041W","S. cerevisiae","BUD9","BUD site selection"
"SGD:S000003274","YGR042W","S. cerevisiae","MTE1","Mph1-associated TElomere maintenance protein"
"SGD:S000003277","YGR045C","S. cerevisiae","",""
"SGD:S000003278","YGR046W","S. cerevisiae","TAM41","Translocator Assembly and Maintenance"
"SGD:S000003279","YGR047C","S. cerevisiae","TFC4","Transcription Factor class C"
"SGD:S000003280","YGR048W","S. cerevisiae","UFD1","Ubiquitin Fusion Degradation protein"
"SGD:S000003281","YGR049W","S. cerevisiae","SCM4","Suppressor of Cdc4 Mutation"
"SGD:S000003282","YGR050C","S. cerevisiae","",""
"SGD:S000003284","YGR052W","S. cerevisiae","FMP48","Found in Mitochondrial Proteome"
"SGD:S000003285","YGR053C","S. cerevisiae","MCO32","Mitochondrial Class One protein of 32 kDa"
"SGD:S000003286","YGR054W","S. cerevisiae","",""
"SGD:S000003287","YGR055W","S. cerevisiae","MUP1","Methionine UPtake"
"SGD:S000003288","YGR056W","S. cerevisiae","RSC1","Remodel the Structure of Chromatin"
"SGD:S000003289","YGR057C","S. cerevisiae","LST7","Lethal with Sec Thirteen"
"SGD:S000003290","YGR058W","S. cerevisiae","PEF1","Penta-EF-Hand protein"
"SGD:S000003291","YGR059W","S. cerevisiae","SPR3","SPorulation Regulated"
"SGD:S000003292","YGR060W","S. cerevisiae","ERG25","ERGosterol biosynthesis"
"SGD:S000003293","YGR061C","S. cerevisiae","ADE6","ADEnine requiring"
"SGD:S000003294","YGR062C","S. cerevisiae","COX18","Cytochrome c OXidase"
"SGD:S000003295","YGR063C","S. cerevisiae","SPT4","SuPpressor of Ty's"
"SGD:S000003296","YGR064W","S. cerevisiae","",""
"SGD:S000003297","YGR065C","S. cerevisiae","VHT1","Vitamin H Transporter"
"SGD:S000003298","YGR066C","S. cerevisiae","GID10","Glucose Induced Degradation deficient"
"SGD:S000003299","YGR067C","S. cerevisiae","",""
"SGD:S000003300","YGR068C","S. cerevisiae","ART5","Arrestin-Related Trafficking adaptors"
"SGD:S000003301","YGR069W","S. cerevisiae","",""
"SGD:S000003302","YGR070W","S. cerevisiae","ROM1","RhO1 Multicopy suppressor"
"SGD:S000003303","YGR071C","S. cerevisiae","ENV11","late ENdosome and Vacuole interface function"
"SGD:S000003304","YGR072W","S. cerevisiae","UPF3","UP Frameshift"
"SGD:S000003305","YGR073C","S. cerevisiae","",""
"SGD:S000003306","YGR074W","S. cerevisiae","SMD1","snRNA Sm binding site protein D1"
"SGD:S000003307","YGR075C","S. cerevisiae","PRP38","Pre-mRNA Processing"
"SGD:S000003308","YGR076C","S. cerevisiae","MRPL25","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000003309","YGR077C","S. cerevisiae","PEX8","PEroXin"
"SGD:S000003310","YGR078C","S. cerevisiae","PAC10","Perish in the Absence of Cin8p"
"SGD:S000003311","YGR079W","S. cerevisiae","",""
"SGD:S000003312","YGR080W","S. cerevisiae","TWF1","TWinFilin"
"SGD:S000003313","YGR081C","S. cerevisiae","SLX9",""
"SGD:S000003314","YGR082W","S. cerevisiae","TOM20","Translocase of the Outer Mitochondrial membrane"
"SGD:S000003315","YGR083C","S. cerevisiae","GCD2","General Control Derepressed"
"SGD:S000003316","YGR084C","S. cerevisiae","MRP13","Mitochondrial Ribosomal Protein"
"SGD:S000003318","YGR086C","S. cerevisiae","PIL1","Phosphorylation Inhibited by Long chain bases"
"SGD:S000003319","YGR087C","S. cerevisiae","PDC6","Pyruvate DeCarboxylase"
"SGD:S000003320","YGR088W","S. cerevisiae","CTT1","CaTalase T"
"SGD:S000003321","YGR089W","S. cerevisiae","NNF2",""
"SGD:S000003322","YGR090W","S. cerevisiae","UTP22","U Three Protein"
"SGD:S000003323","YGR091W","S. cerevisiae","PRP31","Pre-mRNA Processing"
"SGD:S000003324","YGR092W","S. cerevisiae","DBF2","DumbBell Former"
"SGD:S000003326","YGR094W","S. cerevisiae","VAS1","VAlyl-tRNA Synthetase"
"SGD:S000003327","YGR095C","S. cerevisiae","RRP46","Ribosomal RNA Processing"
"SGD:S000003329","YGR097W","S. cerevisiae","ASK10","Activator of SKn7"
"SGD:S000003330","YGR098C","S. cerevisiae","ESP1","Extra Spindle Pole bodies"
"SGD:S000003331","YGR099W","S. cerevisiae","TEL2","TELomere maintenance"
"SGD:S000003332","YGR100W","S. cerevisiae","MDR1","Mac1-Dependent Regulator"
"SGD:S000003333","YGR101W","S. cerevisiae","PCP1","Processing of Cytochrome c Peroxidase"
"SGD:S000003334","YGR102C","S. cerevisiae","GTF1","Glutaminyl Transamidase subunit F"
"SGD:S000003335","YGR103W","S. cerevisiae","NOP7","NucleOlar Protein"
"SGD:S000003336","YGR104C","S. cerevisiae","SRB5","Suppressor of RNA polymerase B"
"SGD:S000003337","YGR105W","S. cerevisiae","VMA21","Vacuolar Membrane Atpase"
"SGD:S000003339","YGR107W","S. cerevisiae","",""
"SGD:S000003340","YGR108W","S. cerevisiae","CLB1","CycLin B"
"SGD:S000003342","YGR110W","S. cerevisiae","CLD1","CardioLipin-specific Deacylase"
"SGD:S000003343","YGR111W","S. cerevisiae","",""
"SGD:S000003345","YGR113W","S. cerevisiae","DAM1","Duo1 And Mps1 interacting"
"SGD:S000003347","YGR115C","S. cerevisiae","",""
"SGD:S000003348","YGR116W","S. cerevisiae","SPT6","SuPpressor of Ty's"
"SGD:S000003349","YGR117C","S. cerevisiae","",""
"SGD:S000003351","YGR119C","S. cerevisiae","NUP57","NUclear Pore"
"SGD:S000003352","YGR120C","S. cerevisiae","COG2","Conserved Oligomeric Golgi complex"
"SGD:S000003353","YGR121C","S. cerevisiae","MEP1",""
"SGD:S000003354","YGR122W","S. cerevisiae","",""
"SGD:S000003355","YGR123C","S. cerevisiae","PPT1","Protein Phosphatase T"
"SGD:S000003356","YGR124W","S. cerevisiae","ASN2","ASparagiNe requiring"
"SGD:S000003357","YGR125W","S. cerevisiae","VSB1","Vacuolar Storage of Basic amino acids"
"SGD:S000003358","YGR126W","S. cerevisiae","",""
"SGD:S000003360","YGR128C","S. cerevisiae","UTP8","U Three Protein"
"SGD:S000003361","YGR129W","S. cerevisiae","SYF2","SYnthetic lethal with cdc40 (Forty)"
"SGD:S000003362","YGR130C","S. cerevisiae","",""
"SGD:S000003364","YGR132C","S. cerevisiae","PHB1","ProHiBitin"
"SGD:S000003365","YGR133W","S. cerevisiae","PEX4","PEroXin"
"SGD:S000003366","YGR134W","S. cerevisiae","CAF130","CCR4 Associated Factor"
"SGD:S000003367","YGR135W","S. cerevisiae","PRE9","PRoteinase yscE"
"SGD:S000003368","YGR136W","S. cerevisiae","LSB1","Las Seventeen Binding protein"
"SGD:S000003370","YGR138C","S. cerevisiae","TPO2","Transporter of POlyamines"
"SGD:S000003371","YGR139W","S. cerevisiae","",""
"SGD:S000003372","YGR140W","S. cerevisiae","CBF2","Centromere-Binding Factor"
"SGD:S000003373","YGR141W","S. cerevisiae","VPS62","Vacuolar Protein Sorting"
"SGD:S000003374","YGR142W","S. cerevisiae","BTN2","BaTteN disease"
"SGD:S000003375","YGR143W","S. cerevisiae","SKN1","Suppressor of Kre Null"
"SGD:S000003376","YGR144W","S. cerevisiae","THI4","THIamine metabolism"
"SGD:S000003377","YGR145W","S. cerevisiae","ENP2","Essential Nuclear Protein"
"SGD:S000003378","YGR146C","S. cerevisiae","ECL1","Extends Chronological Lifespan"
"SGD:S000003380","YGR148C","S. cerevisiae","RPL24B","Ribosomal Protein of the Large subunit"
"SGD:S000003381","YGR149W","S. cerevisiae","GPC1","GlyceroPhosphoCholine acyltransferase"
"SGD:S000003382","YGR150C","S. cerevisiae","CCM1","COB and COX1 mRNA maturation"
"SGD:S000003383","YGR151C","S. cerevisiae","",""
"SGD:S000003384","YGR152C","S. cerevisiae","RSR1","RaS-Related"
"SGD:S000003385","YGR153W","S. cerevisiae","",""
"SGD:S000003386","YGR154C","S. cerevisiae","GTO1","Glutathione Transferase Omega-like"
"SGD:S000003387","YGR155W","S. cerevisiae","CYS4","CYStathionine beta-synthase"
"SGD:S000003388","YGR156W","S. cerevisiae","PTI1","PTa1p Interacting protein"
"SGD:S000003389","YGR157W","S. cerevisiae","CHO2","CHOline requiring"
"SGD:S000003390","YGR158C","S. cerevisiae","MTR3","MRNA TRansport"
"SGD:S000003391","YGR159C","S. cerevisiae","NSR1",""
"SGD:S000003392","YGR160W","S. cerevisiae","",""
"SGD:S000003393","YGR161C","S. cerevisiae","RTS3",""
"SGD:S000003394","YGR162W","S. cerevisiae","TIF4631","Translation Initiation Factor"
"SGD:S000003395","YGR163W","S. cerevisiae","GTR2","GTp binding protein Resemblance"
"SGD:S000003397","YGR165W","S. cerevisiae","MRPS35","Mitochondrial Ribosomal Protein, Small subunit"
"SGD:S000003398","YGR166W","S. cerevisiae","TRS65","TRapp Subunit"
"SGD:S000003399","YGR167W","S. cerevisiae","CLC1","Clathrin Light Chain"
"SGD:S000003400","YGR168C","S. cerevisiae","PEX35","PEroXin"
"SGD:S000003401","YGR169C","S. cerevisiae","PUS6","PseudoUridine Synthase"
"SGD:S000003402","YGR170W","S. cerevisiae","PSD2","PhosphatidylSerine Decarboxylase"
"SGD:S000003404","YGR172C","S. cerevisiae","YIP1","Ypt-Interacting Protein"
"SGD:S000003405","YGR173W","S. cerevisiae","RBG2","RiBosome interacting Gtpase"
"SGD:S000003406","YGR174C","S. cerevisiae","CBP4","Cytochrome B mRNA Processing"
"SGD:S000003407","YGR175C","S. cerevisiae","ERG1","ERGosterol biosynthesis"
"SGD:S000003409","YGR177C","S. cerevisiae","ATF2","AcetylTransFerase"
"SGD:S000003410","YGR178C","S. cerevisiae","PBP1","Pab1p-Binding Protein"
"SGD:S000003411","YGR179C","S. cerevisiae","OKP1","Outer Kinetochore Protein"
"SGD:S000003412","YGR180C","S. cerevisiae","RNR4","RiboNucleotide Reductase"
"SGD:S000003413","YGR181W","S. cerevisiae","TIM13","Translocase of the Inner Mitochondrial membrane"
"SGD:S000003414","YGR182C","S. cerevisiae","",""
"SGD:S000003416","YGR184C","S. cerevisiae","UBR1",""
"SGD:S000003417","YGR185C","S. cerevisiae","TYS1","TYrosyl-tRNA Synthetase"
"SGD:S000003418","YGR186W","S. cerevisiae","TFG1","Transcription Factor G"
"SGD:S000003419","YGR187C","S. cerevisiae","HGH1","HmG1/2 Homolog"
"SGD:S000003420","YGR188C","S. cerevisiae","BUB1","Budding Uninhibited by Benzimidazole"
"SGD:S000003421","YGR189C","S. cerevisiae","CRH1","Congo Red Hypersensitive"
"SGD:S000003423","YGR191W","S. cerevisiae","HIP1","HIstidine Permease"
"SGD:S000003424","YGR192C","S. cerevisiae","TDH3","Triose-phosphate DeHydrogenase"
"SGD:S000003425","YGR193C","S. cerevisiae","PDX1","Pyruvate Dehydrogenase complex protein X"
"SGD:S000003426","YGR194C","S. cerevisiae","XKS1","XyluloKinaSe"
"SGD:S000003427","YGR195W","S. cerevisiae","SKI6","SuperKIller"
"SGD:S000003428","YGR196C","S. cerevisiae","FYV8","Function required for Yeast Viability"
"SGD:S000003429","YGR197C","S. cerevisiae","SNG1",""
"SGD:S000003430","YGR198W","S. cerevisiae","YPP1","sYnuclein-Protective Protein"
"SGD:S000003431","YGR199W","S. cerevisiae","PMT6","Protein O-MannosylTransferase"
"SGD:S000003432","YGR200C","S. cerevisiae","ELP2","ELongator Protein"
"SGD:S000003433","YGR201C","S. cerevisiae","",""
"SGD:S000003434","YGR202C","S. cerevisiae","PCT1","Phosphocholine CytidylylTransferase"
"SGD:S000003435","YGR203W","S. cerevisiae","YCH1","Yeast Cdc25 Homolog"
"SGD:S000003436","YGR204W","S. cerevisiae","ADE3","ADEnine requiring"
"SGD:S000003437","YGR205W","S. cerevisiae","TDA10","Topoisomerase I Damage Affected"
"SGD:S000003438","YGR206W","S. cerevisiae","MVB12","MultiVesicular Body sorting factor of 12 kilodaltons"
"SGD:S000003439","YGR207C","S. cerevisiae","CIR1","Changed Intracellular Redox state"
"SGD:S000003440","YGR208W","S. cerevisiae","SER2","SERine requiring"
"SGD:S000003441","YGR209C","S. cerevisiae","TRX2","ThioRedoXin"
"SGD:S000003442","YGR210C","S. cerevisiae","",""
"SGD:S000003443","YGR211W","S. cerevisiae","ZPR1","Zinc finger PRotein"
"SGD:S000003445","YGR213C","S. cerevisiae","RTA1","Resistance To 7-Aminocholesterol"
"SGD:S000003446","YGR214W","S. cerevisiae","RPS0A","Ribosomal Protein of the Small subunit"
"SGD:S000003447","YGR215W","S. cerevisiae","RSM27","Ribosomal Small subunit of Mitochondria"
"SGD:S000003448","YGR216C","S. cerevisiae","GPI1","GlycosylPhosphatidylInositol anchoring biosynthesis"
"SGD:S000003450","YGR218W","S. cerevisiae","CRM1","Chromosome Region Maintenance"
"SGD:S000003451","YGR219W","S. cerevisiae","",""
"SGD:S000003452","YGR220C","S. cerevisiae","MRPL9","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000003453","YGR221C","S. cerevisiae","TOS2","Target Of Sbf"
"SGD:S000003454","YGR222W","S. cerevisiae","PET54","PETite colonies"
"SGD:S000003455","YGR223C","S. cerevisiae","HSV2","Homologous with SVP1"
"SGD:S000003456","YGR224W","S. cerevisiae","AZR1","Acetic Acid and AZoles Resistance"
"SGD:S000003457","YGR225W","S. cerevisiae","AMA1","Activator of Meiotic APC/C"
"SGD:S000003460","YGR228W","S. cerevisiae","",""
"SGD:S000003461","YGR229C","S. cerevisiae","SMI1","Suppressor of MAR Inhibitor"
"SGD:S000003464","YGR232W","S. cerevisiae","NAS6","Non-ATPase Subunit"
"SGD:S000003465","YGR233C","S. cerevisiae","PHO81","PHOsphate metabolism"
"SGD:S000003466","YGR234W","S. cerevisiae","YHB1","Yeast flavoHemogloBin"
"SGD:S000003467","YGR235C","S. cerevisiae","MIC26","MItochondrial contact site and Cristae organizing system"
"SGD:S000003468","YGR236C","S. cerevisiae","SPG1","Stationary Phase Gene"
"SGD:S000003469","YGR237C","S. cerevisiae","",""
"SGD:S000003470","YGR238C","S. cerevisiae","KEL2","KELch repeat"
"SGD:S000003471","YGR239C","S. cerevisiae","PEX21","PEroXin"
"SGD:S000003472","YGR240C","S. cerevisiae","PFK1","PhosphoFructoKinase"
"SGD:S000003473","YGR241C","S. cerevisiae","YAP1802","Yeast Assembly Polypeptide"
"SGD:S000003474","YGR242W","S. cerevisiae","",""
"SGD:S000003475","YGR243W","S. cerevisiae","MPC3","Mitochondrial Pyruvate Carrier"
"SGD:S000003476","YGR244C","S. cerevisiae","LSC2","Ligase of Succinyl-CoA"
"SGD:S000003477","YGR245C","S. cerevisiae","SDA1","Severe Depolymerization of Actin"
"SGD:S000003478","YGR246C","S. cerevisiae","BRF1","B-Related Factor"
"SGD:S000003479","YGR247W","S. cerevisiae","CPD1","Cyclic nucleotide PhosphoDiesterase"
"SGD:S000003481","YGR249W","S. cerevisiae","MGA1",""
"SGD:S000003482","YGR250C","S. cerevisiae","RIE1","Restoration of Impaired growths of ERMES-lacking cells"
"SGD:S000003483","YGR251W","S. cerevisiae","NOP19","NucleOlar Protein"
"SGD:S000003484","YGR252W","S. cerevisiae","GCN5","General Control Nonderepressible"
"SGD:S000003485","YGR253C","S. cerevisiae","PUP2","PUtative Proteasome subunit"
"SGD:S000003486","YGR254W","S. cerevisiae","ENO1","ENOlase"
"SGD:S000003488","YGR256W","S. cerevisiae","GND2","6-phosphoGlucoNateDehydrogenase"
"SGD:S000003489","YGR257C","S. cerevisiae","MTM1","Manganese Trafficking factor for Mitochondrial SOD2"
"SGD:S000003490","YGR258C","S. cerevisiae","RAD2","RADiation sensitivity"
"SGD:S000003492","YGR260W","S. cerevisiae","TNA1","Transporter of Nicotinic Acid"
"SGD:S000003493","YGR261C","S. cerevisiae","APL6","clathrin Adaptor Protein complex Large chain"
"SGD:S000003494","YGR262C","S. cerevisiae","BUD32","BUD site selection"
"SGD:S000003495","YGR263C","S. cerevisiae","SAY1","Steryl Acetyl hYdrolase"
"SGD:S000003496","YGR264C","S. cerevisiae","MES1","MEthionyl-tRNA Synthetase"
"SGD:S000003498","YGR266W","S. cerevisiae","",""
"SGD:S000003499","YGR267C","S. cerevisiae","FOL2","FOLic acid synthesis"
"SGD:S000003500","YGR268C","S. cerevisiae","HUA1",""
"SGD:S000003501","YGR269W","S. cerevisiae","",""
"SGD:S000003502","YGR270W","S. cerevisiae","YTA7","Yeast Tat-binding Analog"
"SGD:S000003503","YGR271W","S. cerevisiae","SLH1","SKI2-Like Helicase"
"SGD:S000003506","YGR274C","S. cerevisiae","TAF1","TATA binding protein-Associated Factor"
"SGD:S000003507","YGR275W","S. cerevisiae","RTT102","Regulator of Ty1 Transposition"
"SGD:S000003508","YGR276C","S. cerevisiae","RNH70","RNase H"
"SGD:S000003509","YGR277C","S. cerevisiae","CAB4","Coenzyme A Biosynthesis"
"SGD:S000003510","YGR278W","S. cerevisiae","CWC22","Complexed With Cef1p"
"SGD:S000003511","YGR279C","S. cerevisiae","SCW4","Soluble Cell Wall protein"
"SGD:S000003512","YGR280C","S. cerevisiae","PXR1","PinX1-Related gene"
"SGD:S000003513","YGR281W","S. cerevisiae","YOR1","Yeast Oligomycin Resistance"
"SGD:S000003514","YGR282C","S. cerevisiae","BGL2","Beta-GLucanase"
"SGD:S000003515","YGR283C","S. cerevisiae","UPA1","Urb2-particle associated methyltransferase "
"SGD:S000003516","YGR284C","S. cerevisiae","ERV29","ER Vesicle"
"SGD:S000003517","YGR285C","S. cerevisiae","ZUO1","ZUOtin"
